"ID" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"WALKING" 5 0.277685027926829 -0.0173270487231707 -0.103584368487805 -0.985094464268293 -0.936058416707317 -0.930608664146341 0.91492610402439 -0.270195977731707 0.153688961756098 -0.98493781597561 -0.96259806 -0.930014706646341 0.0744857463780488 0.00740893188581707 -0.0140488787923171 -0.978168694512195 -0.96289370695122 -0.979774944268293 -0.0257471496810976 -0.0807674855487805 0.0887407954707317 -0.94788029804878 -0.965163190243902 -0.950714536829268 -0.105952137963415 -0.0426317456414634 -0.055322505297561 -0.970091198170732 -0.981305279268293 -0.970915464634146 -0.950476994512195 -0.941123374146342 -0.950476994512195 -0.941123374146342 -0.975742745487805 -0.971786669878049 -0.942289912926829 -0.929576602073171 -0.979204140487805 -0.974150911341463 -0.981220117926829 -0.943593063658537 -0.951172404390244 -0.987128725853659 -0.935687763658537 -0.925095835365854 -0.977878543170732 -0.962504521097561 -0.976283085731707 -0.98060567304878 -0.966268084878049 -0.981982307195122 -0.943202085609756 -0.96780865804878 -0.949540942195122 -0.949998951829268 -0.963967396951219 -0.955834934878049 -0.952416237804878 -0.944043882195122 -0.971570401829268 -0.971080059756098 -0.945147761829268 -0.932054063170732 -0.974633746585366 -0.975178186097561
"WALKING" 4 0.275990838888889 -0.0130559706333333 -0.109872476460317 -0.98668830984127 -0.949019816666667 -0.959197317142857 0.926754419365079 -0.0245644109816508 0.194667894650794 -0.981345146190476 -0.957517994761905 -0.95622891968254 0.0737447732380952 0.00843244888126984 0.00441147400634921 -0.986477173809524 -0.974393462222222 -0.987125191428571 -0.0481059255555556 -0.0670477260539683 0.055312766968254 -0.983871471428571 -0.977040625714286 -0.956966903650794 -0.092292196984127 -0.0410880948888889 -0.0423168674365079 -0.988298261587302 -0.990581594761905 -0.984892668095238 -0.966884123492064 -0.953041961904762 -0.966884123492064 -0.953041961904762 -0.985004427777778 -0.982503243968254 -0.942876033650794 -0.958286353492063 -0.990359823650794 -0.989219159206349 -0.985528168412698 -0.955767063333333 -0.97021103968254 -0.987299863015873 -0.948478940476191 -0.955914811111111 -0.986367400634921 -0.97379824031746 -0.984615598412698 -0.987887133650794 -0.977144186190476 -0.988321486031746 -0.980317309047619 -0.981334384761905 -0.957464554444444 -0.985066622063492 -0.974924673650794 -0.960801812539683 -0.961730203174603 -0.955299545396825 -0.981781426031746 -0.982326640634921 -0.969644222698413 -0.958355904920635 -0.989455461904762 -0.989324498412698
"WALKING" 6 0.281373403958333 -0.0181587397583333 -0.107245610416667 -0.974059464791667 -0.98027739875 -0.984233296875 -0.509754238125 0.752536639375 0.646834879583333 -0.959014441458333 -0.988211865208333 -0.984230418125 0.0825972511666667 0.012254788451875 -0.00180264895625 -0.98587216875 -0.98317254125 -0.988442014375 -0.01847660675 -0.111800824583333 0.144882846104167 -0.988275232916667 -0.982291608958333 -0.960306560416667 -0.101974134208333 -0.0358590176083333 -0.0701783020833333 -0.993235849166667 -0.989567537916667 -0.98803582125 -0.977435485208333 -0.972873912916667 -0.977435485208333 -0.972873912916667 -0.987741696041667 -0.98551807625 -0.950011569583333 -0.961164053958333 -0.991767074166667 -0.989718095208333 -0.976725059791667 -0.979800877916667 -0.984380981875 -0.973246482083333 -0.981025105625 -0.984792185 -0.985813630833333 -0.982768250416667 -0.986197134583333 -0.987250255833333 -0.984987392916667 -0.989345368541667 -0.9864311425 -0.983321635416667 -0.9626718875 -0.988860685833333 -0.981910616458333 -0.963174222291667 -0.975110196458333 -0.975121387916667 -0.985374114791667 -0.984568489166667 -0.972112972708333 -0.96109837875 -0.990248702291667 -0.989492660416667
"WALKING" 1 0.276426586440678 -0.0185949199145763 -0.105500357966102 -0.423642838474576 -0.0780912533118644 -0.425257524915254 0.91301733338983 -0.34660709 0.0847270871186441 -0.972693201355932 -0.972116879661017 -0.972072847627119 0.0618080696279661 0.0182492679288136 0.0078953370661017 -0.277530462620339 -0.0166022362847458 -0.586090418983051 -0.0530258157347458 -0.0482382316949153 0.0828336633220339 -0.561550255762712 -0.53845366779661 -0.481085535084746 -0.0818833429152542 -0.0538299449067797 -0.0514939156830508 -0.389549831525424 -0.634140436101695 -0.435492677288136 -0.290407593728814 -0.422544169322034 -0.290407593728814 -0.422544169322034 -0.281424153881356 -0.164150985127119 -0.446549092881356 -0.553019916271186 -0.547911950338983 -0.557798151355932 -0.346048161016949 -0.0219048103322034 -0.453806369830508 -0.457651383728814 -0.16921968620339 -0.455222146440678 -0.304615322881356 -0.0787640836610169 -0.554956709661017 -0.31431306340678 -0.0153329520084746 -0.615898188474576 -0.429713536101695 -0.55477211220339 -0.396659907457627 -0.604053019152542 -0.533046952542373 -0.559856635084746 -0.324289427932203 -0.577105211694915 -0.169064352813559 -0.164091969449153 -0.530704814745763 -0.651792839661017 -0.583249293389831 -0.558104554745763
"WALKING" 3 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0463666814446808 0.262881788951064 -0.10283790806383 0.861831345531915 -0.325780100638298 -0.0438890162723404 -0.940361759574468 -0.940068525531915 -0.931438313191489 0.110040615569574 -0.00327959081489362 -0.0209351677765957 0.147249143238298 0.126828014557447 -0.340122023191489 -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.320789230008511 -0.415739144893617 -0.279418388042553 -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 -0.243940592553192 -0.469396701106383 -0.218266318606383 0.0899511204978723 0.215586334889362 0.0899511204978723 0.215586334889362 0.00565516335106383 0.22961718512766 -0.162188586930426 -0.274844110531915 -0.410872671489362 -0.343187875404255 0.112841160325532 0.278345041765957 -0.131290772 0.0161046198595745 0.171973972957447 -0.162032894287234 0.138120681087234 0.0962091607617021 -0.271498721106383 0.0499590624829787 0.0808333491276596 -0.408227423191489 -0.145775970406383 -0.361913824 -0.0874944736085106 -0.379436674361702 -0.458732747446808 -0.422987665106383 0.293424826591489 -0.0214787881723404 0.222247409576596 0.227480732542553 -0.320838543553191 -0.372576755361702 -0.380175306489362 -0.343698985425532
"WALKING" 2 0.247164790395833 -0.0214121132045833 -0.152513899520833 -0.304376406458333 0.108027279889583 -0.112121021220833 0.790717418541667 -0.416214890416667 -0.195888238891667 -0.934407739791667 -0.92376745375 -0.878004056875 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.276121886479167 -0.185648954220833 -0.5737463525 -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.439253058958333 -0.466298336666667 -0.163995791679167 -0.0828858001333333 -0.0424053708458333 -0.0445157481625 -0.464854363125 -0.645491337708333 -0.467595961041667 -0.107322679520833 -0.205977045295833 -0.107322679520833 -0.205977045295833 -0.321268911041667 -0.21738939458125 -0.219713472958333 -0.377532167604167 -0.572816438541667 -0.597291719166667 -0.266720933270833 0.00992445881854166 -0.281001986202083 -0.320582414375 0.0848802791083333 -0.09454497643125 -0.258639439729167 -0.1878421317125 -0.522728063333333 -0.365415441458333 -0.243554146666667 -0.625090981458333 -0.331643577458333 -0.488086123958333 -0.248601122 -0.476358845625 -0.459758488958333 -0.218072471479167 -0.14531853915625 -0.36672824375 -0.189511136902083 -0.2604238389625 -0.450612184791667 -0.438620401875 -0.60079849625 -0.621820202916667
"WALKING_DOWNSTAIRS" 4 0.273123462344828 -0.0116188709551724 -0.106098744327586 -0.981339262241379 -0.900313309551724 -0.928677377586207 0.904364707758621 0.141327877495598 0.0706458793310345 -0.98199974862069 -0.94481900712069 -0.95046244137931 0.0786225200172414 -0.0072003220862069 -0.0135078487981034 -0.978511132068966 -0.952222705 -0.977033782586207 -0.0445988087413793 -0.0715150432413793 0.0947690130955172 -0.971167163103448 -0.954948465689655 -0.94035393137931 -0.098451250862069 -0.0444710989275862 -0.0520470520648276 -0.97111526862069 -0.983449908275862 -0.972275025517241 -0.939293080172414 -0.922343180172414 -0.939293080172414 -0.922343180172414 -0.971755561206897 -0.965864525 -0.933559419482759 -0.934054755 -0.980688654482759 -0.976474885344828 -0.978461439310345 -0.914248322931035 -0.947899692586207 -0.98290033862069 -0.899434530172414 -0.923780532586207 -0.978516557758621 -0.951864484310345 -0.972858318275862 -0.980508515172414 -0.956394288275862 -0.979997067931034 -0.962468803103448 -0.963997867931034 -0.945245324482759 -0.974084278448276 -0.950613970689655 -0.944322456896552 -0.933651364655173 -0.927911919482759 -0.965472753965517 -0.965432226551724 -0.952151722758621 -0.934203100862069 -0.977030142758621 -0.977123506551724
"WALKING_DOWNSTAIRS" 6 0.254133893407895 -0.0182130784618421 -0.109440479421053 -0.944220830789474 -0.93113902 -0.953810131578947 -0.507731565131579 0.706951076052632 0.526223618552632 -0.907090666578947 -0.967583153289474 -0.971780041578947 0.0966072704736842 0.0100346232939868 -0.00818900523184211 -0.971528308421053 -0.94718042 -0.970361314342105 -0.00757466775921053 -0.122629104646053 0.161743197710526 -0.9648159225 -0.94691402131579 -0.9607818075 -0.104615321815789 -0.034018063843421 -0.06938403775 -0.967783817763158 -0.977017441973684 -0.981664289605263 -0.942204485657895 -0.916927301513158 -0.942204485657895 -0.916927301513158 -0.965503561578947 -0.956598985263158 -0.918784145263158 -0.929508515 -0.977686946710526 -0.973051487105263 -0.948988874605263 -0.933946494868421 -0.958558759868421 -0.942540428289474 -0.93365845631579 -0.954112518157895 -0.97135771381579 -0.948572108421053 -0.967455928815789 -0.974445516052632 -0.949412266447368 -0.971842256052632 -0.95764161131579 -0.95726727381579 -0.959971479473684 -0.967247588157895 -0.942293787236842 -0.964691790789474 -0.926369364736842 -0.924395200680263 -0.957049999210526 -0.955300585 -0.945581057236842 -0.93150565 -0.974208524078947 -0.973289226973684
"WALKING_DOWNSTAIRS" 1 0.278582015166667 -0.0148399475341667 -0.11140306485 -0.440829971333333 -0.0788267367683333 -0.586252806833333 0.963999696833333 -0.0858540265666667 0.127764112666667 -0.983826494833333 -0.967963221 -0.962968112 0.0783529082183333 0.00295602428666667 -0.000767679338333334 -0.297042612533333 -0.221165131581667 -0.7513913825 -0.0317982557795 -0.0726905278583333 0.0805677161216667 -0.500916659 -0.665394092833333 -0.662608226 -0.115321556475 -0.0393474489133333 -0.0551166852766667 -0.492341066833333 -0.807419937 -0.640454132833333 -0.312050574166667 -0.527679103166667 -0.312050574166667 -0.527679103166667 -0.366700879833333 -0.316918956 -0.49779220106 -0.553116111166667 -0.6813040365 -0.7301463685 -0.426719449666667 -0.14939963344 -0.631005470833333 -0.447234929666667 -0.101799450565167 -0.594198325666667 -0.358883413666667 -0.279553391533333 -0.728991595666667 -0.29732607245 -0.2099000063 -0.772359087333333 -0.373384540666667 -0.688460056666667 -0.601381129166667 -0.542646759 -0.654657770166667 -0.716458475166667 -0.450804558333333 -0.651172628166667 -0.318587811 -0.320458701 -0.609285588016667 -0.593937200833333 -0.724327420666667 -0.757768081166667
"WALKING_DOWNSTAIRS" 3 0.279965329555556 -0.00980200850666667 -0.1067775246 0.0111935496222222 -0.21859832499 -0.479185977111111 0.947731858666667 -0.0620852772955556 0.148714808888889 -0.955258881333333 -0.932066041111111 -0.937753794444444 0.0971862748866667 0.00563780215111111 -0.00729137766444445 -0.145759708684667 -0.146242294857778 -0.626646986888889 -0.102838822533333 -0.0704025952333333 0.05926394948 -0.370244695288889 -0.699453537111111 -0.498480800444444 -0.0921282734666667 -0.0348434913444444 -0.0492836435688889 -0.395995494444444 -0.816858240222222 -0.325780073711111 -0.0491616726733333 -0.0819559041111111 -0.0491616726733333 -0.0819559041111111 -0.228851413747333 -0.216858921977778 -0.3466062928 -0.3805726254 -0.592843014888889 -0.637079543555556 -0.0722392276888889 -0.129606639466667 -0.494683451555556 0.0390098262533333 -0.32253131772 -0.512694303111111 -0.16163290774 -0.172941628735556 -0.583917371333333 -0.208250062317778 -0.177202094317778 -0.668867334444444 -0.240298893435556 -0.717545840444444 -0.318306481022222 -0.414919000955556 -0.691518367333333 -0.621658471333333 -0.01907433524 -0.263644030288889 -0.175295286557778 -0.280426776955556 -0.429213369555556 -0.457674088 -0.621752455777778 -0.685470931777778
"WALKING_DOWNSTAIRS" 2 0.270876696730769 -0.0319804295729615 -0.114219455519231 -0.204933042903846 -0.0666899105180769 -0.372137777692308 0.946264314423077 -0.232944304615385 0.0841675382884615 -0.958495235576923 -0.923376019038462 -0.919619453269231 0.0560971909634615 0.0234018993153846 0.00340280836730769 -0.380488027307692 -0.281543175326923 -0.726495311923077 0.0393825198942308 -0.0859471683596154 0.0843753843384615 -0.454431043269231 -0.551185569230769 -0.360811047884615 -0.1314720713 -0.0390508828865385 -0.0722496260807692 -0.533666803846154 -0.840722752692308 -0.556236584807692 -0.153703935357692 -0.212012300480769 -0.153703935357692 -0.212012300480769 -0.400922254807692 -0.437261477884615 -0.299779407884615 -0.510974134423077 -0.686978374423077 -0.755270457692308 -0.294488270365385 -0.117109161492308 -0.524655722692308 -0.173217219014423 -0.101434446040385 -0.345109817692308 -0.418304647307692 -0.297805187243462 -0.690106934230769 -0.396762584807692 -0.314525030788462 -0.762772175 -0.3710689925 -0.684310201538462 -0.350765737115385 -0.483548693461538 -0.489824279230769 -0.424533512307692 -0.276825498230769 -0.301005898461538 -0.397406285 -0.497324087307692 -0.575794072115385 -0.552489628846154 -0.740749226346154 -0.794209483076923
"WALKING_DOWNSTAIRS" 5 0.2814054512 -0.0088652548818 -0.09755228678 -0.9751382858 -0.8846438288 -0.9140197216 0.9623271724 -0.06262612856 0.1424204615 -0.976030514 -0.9325351096 -0.9179857858 0.073657647684 -0.0033760447252 -0.0116645825966 -0.9735591592 -0.950154347 -0.9745509122 -0.0303734818954 -0.05944490222 0.07269012748 -0.920845509 -0.9481169802 -0.9209538648 -0.10073578658 -0.043228555766 -0.0487925355912 -0.9494862432 -0.9776048122 -0.9633176792 -0.9203932366 -0.90571813 -0.9203932366 -0.90571813 -0.9677858294 -0.9623507492 -0.9127551874 -0.8971681382 -0.9699428456 -0.9640994492 -0.9724568896 -0.9093117264 -0.9411468868 -0.9764881254 -0.88066549042 -0.9070128356 -0.9738293768 -0.9493859096 -0.9707024674 -0.9758922856 -0.9549503304 -0.9770818704 -0.9164312976 -0.957300797 -0.9271203426 -0.9236583724 -0.9436096164 -0.9263884012 -0.927575488 -0.9100154516 -0.9609428212 -0.9633939004 -0.9237928734 -0.8987695958 -0.965006415 -0.9653037094
"STANDING" 6 0.282524560169492 -0.0238681727101695 -0.117796439033898 -0.963568466949153 -0.928637390508475 -0.945856777457627 -0.486261193728814 0.137432742881356 0.259847676440678 -0.951920976271186 -0.962278496440678 -0.961375770694915 0.0763560034966102 0.015317594390339 0.00612859019610169 -0.977365204745763 -0.969823457627119 -0.967761036440678 -0.0243422015423729 -0.0794088409091525 0.0997583516118644 -0.944529645254237 -0.953949890338983 -0.965686775762712 -0.100878339305085 -0.0381216174508475 -0.0589597235762712 -0.949852980338983 -0.974662271694915 -0.98106637559322 -0.945360877457627 -0.930436396271186 -0.945360877457627 -0.930436396271186 -0.973735277457627 -0.964065782372881 -0.929494455423729 -0.916614899152542 -0.97252709 -0.959788252711864 -0.966211316101695 -0.947129405932203 -0.952356891016949 -0.962770502033898 -0.924851854728813 -0.946380112762712 -0.977628991694915 -0.97016042779661 -0.963817427966102 -0.979199555423729 -0.971798931186441 -0.970366228135593 -0.933337622711864 -0.957860291186441 -0.963642832711864 -0.948555649830508 -0.952385884067797 -0.969529508813559 -0.94526986 -0.93388846338983 -0.96482721559322 -0.962104168135593 -0.933282576610169 -0.920632659491525 -0.962653683220339 -0.959107825084746
"STANDING" 1 0.276768151403509 -0.0173129081084035 -0.110417961385965 -0.235540710877193 -0.174622512157895 -0.0870027066484211 0.952409236842105 -0.0473706037087719 -0.102173816827719 -0.978506277192982 -0.970362891403509 -0.956500430526316 0.0750645248508772 0.0180790262822807 0.00281664419122807 -0.194217917350877 -0.229398183684211 -0.416817597368421 -0.0697698527017544 -0.0671516558631579 0.112395668712281 -0.466155210175439 -0.453743944035088 -0.252268195157895 -0.0831244367929825 -0.0439867617122807 -0.0573514985277193 -0.50947996631579 -0.543014051403509 -0.434781018070175 -0.099958103332386 -0.361510501052632 -0.099958103332386 -0.361510501052632 -0.193805061807018 -0.280846722684211 -0.281985343245614 -0.480065039824561 -0.500077037017544 -0.58627343754386 -0.279421359929825 -0.21723731877193 -0.264009174368421 -0.220227660631579 -0.206025873666667 -0.0686862770908772 -0.293739296735088 -0.315217351368421 -0.40399934877193 -0.166919652506316 -0.189543766333333 -0.428608978245614 -0.370780909824561 -0.431074641578947 -0.220320677738597 -0.498211156491228 -0.473251973684211 -0.33247686 -0.297042333859649 -0.501343572982456 -0.286296154438596 -0.279379505789474 -0.500859628245614 -0.557182346140351 -0.590487035438596 -0.609746065964912
"STANDING" 3 0.295923445 -0.0203994269075476 -0.0910278793952381 0.213392270547619 -0.208310705504762 -0.00771530035714286 0.938417773333333 -0.0352304645104762 -0.082276174942619 -0.952141220714286 -0.936306558809524 -0.876641297380952 0.130193043809524 -0.0206865965952381 0.00262568854761905 0.017623342197619 -0.3094424725 -0.359513362761905 -0.0916383011071429 -0.0712598843142857 0.116804400690476 -0.396429197952381 -0.340765233142857 -0.279685150191905 -0.0945912024476191 -0.0597608334619048 -0.0678080598785714 -0.509669314047619 -0.448602451190476 -0.417239550952381 0.145886357935714 0.265120131365238 0.145886357935714 0.265120131365238 -0.16237608927619 0.039907818552381 -0.168921400633333 -0.322331464761905 -0.469028434047619 -0.455855425238095 0.103128506197619 -0.183120455428571 -0.103705822657857 0.250488758869048 -0.273561385142857 -0.0349494927142857 -0.0645354342404762 -0.313643041809524 -0.293677789595238 0.00938224337142857 -0.355981821428571 -0.425377408333333 -0.325042890904762 -0.312512195452381 -0.250686586719048 -0.423558773952381 -0.364282565714286 -0.356561471714286 0.222203941 0.0888671674047619 0.00716877883571429 0.0705526138333333 -0.347540226666667 -0.424170737142857 -0.463172053809524 -0.485158906904762
